"ID","trust_study","trust_authors","trust_journal","trust_company","est_replicability","attention_check","COI","result","AC"
550,5,5,5,5,80,1,"COI","con","incorrect"
551,3,4,6,4,50,1,"no COI","pro","correct"
552,5,5,5,5,80,2,"COI","con","correct"
553,5,5,5,5,85,1,"no COI","pro","correct"
554,4,4,4,4,50,1,"no COI","pro","correct"
555,5,4,5,4,60,1,"no COI","con","correct"
556,5,5,5,5,80,2,"no COI","con","incorrect"
557,5,5,6,4,60,2,"COI","con","correct"
558,6,6,6,6,90,1,"no COI","con","correct"
559,6,6,6,6,80,1,"no COI","pro","correct"
560,5,6,6,5,60,1,"no COI","pro","correct"
561,6,5,6,6,100,1,"no COI","pro","correct"
562,6,6,5,3,85,1,"no COI","pro","correct"
563,6,6,5,6,100,2,"COI","con","correct"
564,6,5,6,4,90,1,"no COI","con","correct"
565,5,5,4,5,60,1,"no COI","pro","correct"
566,7,7,7,7,95,2,"COI","con","correct"
567,5,4,6,5,70,2,"COI","pro","correct"
568,5,5,4,2,80,2,"COI","con","correct"
569,6,6,6,6,80,2,"no COI","con","incorrect"
570,4,4,4,4,50,2,"COI","pro","correct"
571,5,6,6,5,90,2,"COI","pro","correct"
572,5,5,5,5,90,1,"COI","con","incorrect"
573,5,5,5,5,80,1,"no COI","con","correct"
574,6,6,6,6,70,2,"COI","con","correct"
575,5,4,5,4,50,2,"COI","pro","correct"
576,5,4,4,5,0,1,"no COI","pro","correct"
577,1,2,1,2,30,2,"COI","pro","correct"
578,5,5,5,3,50,2,"no COI","con","incorrect"
579,5,4,4,4,50,2,"COI","pro","correct"
580,4,4,4,4,50,1,"no COI","con","correct"
581,5,6,6,6,80,1,"no COI","pro","correct"
582,6,5,5,4,85,2,"COI","pro","correct"
583,5,6,6,4,70,1,"COI","con","incorrect"
584,5,5,5,5,50,1,"COI","con","incorrect"
585,5,4,5,4,65,1,"no COI","con","correct"
586,6,6,6,6,70,2,"COI","con","correct"
587,3,3,3,4,25,2,"COI","con","correct"
588,7,7,7,7,100,1,"no COI","pro","correct"
589,6,6,6,6,90,2,"COI","con","correct"
590,5,5,5,4,80,2,"COI","pro","correct"
591,5,5,6,5,85,2,"COI","con","correct"
592,6,6,6,6,90,2,"COI","pro","correct"
593,5,5,5,5,75,2,"COI","pro","correct"
594,6,6,6,4,90,2,"COI","con","correct"
595,6,6,6,5,85,1,"no COI","con","correct"
596,3,4,4,3,40,2,"COI","con","correct"
597,5,6,5,4,75,1,"no COI","con","correct"
598,6,6,6,6,85,1,"no COI","con","correct"
599,5,5,6,4,80,2,"COI","con","correct"
600,3,3,5,4,60,2,"COI","pro","correct"
601,5,6,5,4,50,2,"COI","pro","correct"
602,5,5,6,5,50,1,"COI","pro","incorrect"
603,5,5,5,4,50,1,"no COI","pro","correct"
604,6,7,6,6,90,1,"no COI","con","correct"
605,6,6,6,7,95,1,"COI","con","incorrect"
606,6,6,5,4,93,1,"no COI","con","correct"
607,4,4,4,3,50,2,"COI","pro","correct"
608,6,5,5,5,70,1,"no COI","pro","correct"
609,7,7,7,7,10,1,"no COI","pro","correct"
610,5,5,6,5,85,1,"no COI","pro","correct"
611,2,2,5,2,30,2,"COI","pro","correct"
612,5,5,5,5,65,1,"no COI","con","correct"
613,6,6,6,6,80,2,"COI","pro","correct"
614,6,6,6,5,60,1,"no COI","pro","correct"
615,4,4,4,4,80,1,"COI","pro","incorrect"
616,6,5,5,5,65,2,"COI","con","correct"
617,4,5,6,4,38,2,"no COI","pro","incorrect"
618,5,5,5,4,80,2,"COI","con","correct"
619,6,6,6,5,80,1,"no COI","pro","correct"
620,6,6,6,6,100,1,"no COI","con","correct"
621,3,3,4,3,50,2,"COI","pro","correct"
622,5,5,5,5,85,1,"no COI","pro","correct"
623,5,5,5,5,50,2,"COI","con","correct"
624,5,3,5,5,80,2,"COI","con","correct"
625,6,6,6,5,70,1,"no COI","pro","correct"
626,4,5,4,4,50,2,"COI","pro","correct"
627,4,4,4,4,50,2,"COI","con","correct"
628,5,4,4,4,50,2,"no COI","con","incorrect"
629,4,4,4,4,50,1,"no COI","con","correct"
630,4,4,4,4,50,2,"COI","pro","correct"
631,5,4,4,4,75,1,"COI","pro","incorrect"
632,5,5,4,4,50,2,"COI","pro","correct"
633,3,3,4,3,50,2,"COI","pro","correct"
634,1,2,2,1,25,2,"COI","pro","correct"
635,5,5,4,4,50,1,"no COI","con","correct"
636,6,5,5,4,80,1,"no COI","con","correct"
637,6,5,4,5,80,2,"COI","pro","correct"
638,6,6,6,6,90,1,"no COI","con","correct"
639,5,5,5,5,75,1,"no COI","con","correct"
640,6,6,6,6,90,2,"COI","con","correct"
641,6,6,6,4,60,1,"no COI","pro","correct"
642,6,6,6,4,90,1,"no COI","pro","correct"
643,5,5,6,4,50,2,"COI","pro","correct"
644,5,5,5,4,60,2,"COI","con","correct"
645,6,6,5,7,90,2,"COI","con","correct"
646,5,5,5,4,75,2,"COI","pro","correct"
647,5,5,5,4,50,1,"no COI","pro","correct"
648,6,4,6,4,75,1,"no COI","con","correct"
649,4,5,5,4,40,1,"COI","con","incorrect"
650,5,5,5,5,75,2,"COI","pro","correct"
651,5,4,6,5,75,1,"COI","con","incorrect"
652,4,5,5,5,50,2,"COI","pro","correct"
653,7,7,7,6,100,2,"COI","con","correct"
654,6,6,6,6,80,1,"no COI","pro","correct"
655,6,7,6,5,80,1,"no COI","con","correct"
656,6,7,6,6,75,1,"no COI","con","correct"
657,5,5,5,5,80,1,"no COI","pro","correct"
658,5,6,5,5,95,2,"COI","con","correct"
659,6,6,6,5,90,1,"COI","con","incorrect"
660,4,5,5,4,70,1,"no COI","pro","correct"
661,5,5,5,5,52,2,"COI","con","correct"
662,6,6,5,5,70,2,"COI","pro","correct"
663,6,6,6,4,75,1,"no COI","pro","correct"
664,6,6,6,6,85,1,"no COI","con","correct"
665,6,6,6,6,90,2,"COI","con","correct"
666,6,6,6,5,90,1,"no COI","pro","correct"
667,6,6,6,6,75,1,"no COI","pro","correct"
668,5,6,6,5,50,1,"no COI","pro","correct"
669,5,5,6,5,75,1,"no COI","pro","correct"
670,7,7,7,6,90,2,"COI","con","correct"
671,4,4,4,4,25,2,"COI","pro","correct"
672,3,3,3,4,35,2,"COI","pro","correct"
673,6,6,6,5,80,2,"COI","con","correct"
674,5,6,5,5,80,2,"COI","pro","correct"
675,5,4,4,3,50,1,"no COI","con","correct"
676,2,4,2,2,45,1,"no COI","con","correct"
677,5,5,5,5,70,1,"COI","con","incorrect"
678,4,4,4,4,50,1,"no COI","pro","correct"
679,5,5,6,6,70,1,"no COI","con","correct"
680,6,6,6,6,80,1,"no COI","pro","correct"
681,5,5,5,3,60,2,"COI","con","correct"
682,6,6,6,6,90,1,"COI","pro","incorrect"
683,5,5,5,5,60,1,"no COI","pro","correct"
684,6,7,7,6,95,1,"no COI","con","correct"
685,6,6,6,5,75,1,"no COI","pro","correct"
686,6,6,7,6,85,2,"COI","pro","correct"
687,5,5,5,5,80,1,"no COI","con","correct"
688,5,5,5,5,60,1,"no COI","pro","correct"
689,5,5,5,5,90,1,"no COI","pro","correct"
690,5,6,6,5,80,1,"no COI","con","correct"
691,5,5,4,4,75,1,"no COI","con","correct"
692,6,6,6,6,90,2,"COI","con","correct"
693,7,7,7,7,100,1,"no COI","con","correct"
694,7,7,7,5,40,1,"no COI","con","correct"
695,5,3,5,3,30,2,"COI","pro","correct"
696,5,4,5,4,60,1,"no COI","pro","correct"
697,4,6,5,5,50,2,"COI","con","correct"
698,6,6,6,6,95,2,"COI","pro","correct"
699,6,6,6,6,86,1,"no COI","con","correct"
700,6,6,6,6,95,1,"no COI","con","correct"
701,5,5,6,4,50,2,"COI","pro","correct"
702,6,7,6,6,80,2,"COI","con","correct"
703,5,4,5,2,40,2,"COI","con","correct"
704,6,6,6,4,90,1,"no COI","pro","correct"
705,6,5,6,4,85,2,"COI","con","correct"
706,2,3,2,2,30,1,"no COI","con","correct"
707,1,1,3,4,30,2,"COI","pro","correct"
708,6,6,4,5,90,2,"COI","con","correct"
709,4,6,6,4,75,2,"COI","pro","correct"
710,6,6,6,5,75,2,"COI","con","correct"
711,5,6,6,5,80,2,"COI","con","correct"
712,6,6,6,6,85,1,"no COI","con","correct"
713,6,6,6,6,80,1,"no COI","con","correct"
714,5,5,5,5,65,1,"no COI","pro","correct"
715,3,4,4,1,35,1,"no COI","pro","correct"
716,5,5,5,5,50,1,"no COI","pro","correct"
717,6,6,5,5,85,2,"COI","con","correct"
718,6,6,4,5,85,2,"COI","con","correct"
719,3,4,5,4,30,2,"COI","pro","correct"
720,3,3,4,3,50,1,"no COI","pro","correct"
721,5,4,5,4,70,2,"COI","con","correct"
722,5,5,5,5,70,1,"no COI","pro","correct"
723,6,6,5,6,70,1,"COI","pro","incorrect"
724,6,5,5,3,85,1,"COI","con","incorrect"
725,6,6,6,3,90,1,"no COI","con","correct"
726,3,4,3,3,50,2,"COI","pro","correct"
727,6,6,7,6,100,2,"COI","con","correct"
728,3,5,6,5,75,1,"no COI","con","correct"
729,4,4,4,4,50,2,"no COI","pro","incorrect"
730,5,5,5,5,100,2,"COI","con","correct"
731,5,5,5,5,50,1,"no COI","pro","correct"
732,5,5,5,7,65,2,"COI","pro","correct"
733,6,6,6,6,90,1,"COI","pro","incorrect"
734,6,6,5,5,85,1,"no COI","pro","correct"
735,4,6,5,4,75,1,"no COI","pro","correct"
736,3,3,4,4,50,1,"no COI","con","correct"
737,6,6,6,4,50,1,"no COI","con","correct"
738,3,4,6,4,50,2,"COI","pro","correct"
739,3,4,5,3,60,2,"COI","pro","correct"
740,7,7,7,4,80,1,"no COI","con","correct"
741,5,4,4,3,30,1,"no COI","con","correct"
742,3,4,6,4,40,2,"COI","pro","correct"
743,5,5,5,4,60,2,"no COI","pro","incorrect"
744,3,3,3,3,50,2,"COI","pro","correct"
745,6,6,6,6,80,1,"no COI","con","correct"
746,5,6,5,5,80,2,"no COI","pro","incorrect"
747,4,4,4,3,40,1,"COI","con","incorrect"
748,6,4,6,5,80,1,"COI","con","incorrect"
749,6,6,6,6,75,1,"COI","con","incorrect"
750,1,1,1,1,50,2,"COI","pro","correct"
751,6,6,6,5,80,1,"no COI","pro","correct"
752,2,2,3,4,10,1,"no COI","con","correct"
753,5,4,4,5,60,1,"no COI","con","correct"
754,6,6,6,6,80,2,"COI","con","correct"
755,6,5,6,5,75,1,"COI","pro","incorrect"
756,5,5,5,5,95,1,"no COI","pro","correct"
757,6,6,6,6,90,2,"COI","con","correct"
758,5,5,6,5,85,1,"no COI","pro","correct"
759,6,4,6,4,70,1,"no COI","con","correct"
760,5,4,4,4,50,2,"COI","pro","correct"
761,6,6,6,6,90,2,"COI","pro","correct"
762,5,4,4,4,35,1,"no COI","pro","correct"
763,4,5,4,4,60,2,"COI","con","correct"
764,6,6,6,6,90,2,"COI","con","correct"
765,6,6,7,6,80,1,"no COI","pro","correct"
766,5,5,5,5,90,1,"COI","con","incorrect"
767,2,3,4,3,60,2,"COI","con","correct"
768,3,4,5,3,50,2,"COI","pro","correct"
769,6,5,5,5,75,1,"no COI","con","correct"
770,6,5,4,4,80,1,"no COI","pro","correct"
771,6,5,7,7,70,1,"no COI","pro","correct"
772,5,5,5,5,100,1,"no COI","con","correct"
773,7,7,7,7,75,1,"COI","con","incorrect"
774,4,4,4,4,75,2,"no COI","pro","incorrect"
775,2,3,5,4,20,2,"COI","con","correct"
776,6,6,6,6,90,2,"COI","pro","correct"
777,6,5,5,5,50,1,"COI","con","incorrect"
778,6,6,6,4,80,1,"no COI","pro","correct"
779,6,6,6,6,85,2,"COI","pro","correct"
780,5,6,6,6,80,1,"no COI","con","correct"
781,5,6,4,5,70,1,"no COI","pro","correct"
